id_receita,id_empresa,id_cliente,categoria,valor,data,descricao
955,8,195,Licenciamento,4664.7,2024-07-09,Quos quod inventore natus vero.
956,7,163,Consultoria,23958.67,2024-05-05,Numquam ad nam culpa odit itaque.
957,1,168,Venda Produto,42778.45,2024-09-23,Odit cupiditate dolor.
958,6,171,Venda Produto,27517.04,2024-11-18,Maxime dolore pariatur nobis facere.
959,7,161,Venda Produto,49984.09,2024-07-17,Consequuntur tempore quidem saepe voluptatem repudiandae tempore.
960,6,158,Consultoria,3059.89,2024-09-19,Voluptatem temporibus necessitatibus ipsa.
961,5,193,Serviço,47454.8,2024-04-25,Rem quos illo quis molestias corporis optio.
962,8,130,Serviço,59178.21,2024-05-20,Fugit fugiat illum asperiores repudiandae accusamus laboriosam.
963,6,178,Consultoria,13984.7,2024-09-26,Perferendis placeat corporis deleniti.
964,5,193,Consultoria,96020.53,2024-11-05,Nemo voluptatem quibusdam dolorum deleniti eaque.
965,6,161,Serviço,62562.4,2024-11-10,Dolores recusandae est magni.
966,5,189,Venda Produto,67038.59,2024-12-13,Sequi rerum cum.
967,3,123,Serviço,16475.1,2025-01-31,A pariatur maiores nobis tenetur.
968,8,113,Consultoria,94362.42,2024-09-12,Voluptatum blanditiis voluptatem harum.
969,8,139,Serviço,21733.86,2024-07-01,Aspernatur deserunt nostrum reprehenderit.
970,1,103,Licenciamento,88209.7,2025-02-27,Aliquid architecto minus.
971,6,187,Serviço,18296.76,2024-12-07,Aspernatur occaecati asperiores qui amet.
972,9,105,Venda Produto,34435.74,2024-09-19,Sint maxime sit veniam.
973,2,180,Serviço,12948.12,2024-12-19,Occaecati amet fuga odit earum tempore.
974,4,163,Licenciamento,99372.62,2024-10-02,Nisi hic animi velit suscipit quas.
975,6,199,Venda Produto,77239.39,2025-02-04,Perferendis nisi exercitationem nam at sit.
976,9,135,Serviço,85487.41,2025-01-20,Repudiandae ullam unde voluptatem natus ut architecto quod.
977,9,178,Venda Produto,70934.09,2024-04-22,Vel perferendis ea voluptas dicta iste.
978,8,159,Venda Produto,97491.32,2024-05-18,Veritatis et quaerat cupiditate.
979,10,179,Venda Produto,82537.41,2024-08-25,Autem molestias aspernatur ab sed tempore.
980,1,165,Venda Produto,17537.58,2024-06-16,Aspernatur cum fugit dolor.
981,2,127,Licenciamento,16546.22,2024-09-24,Repudiandae voluptatem et iusto molestias.
982,5,191,Consultoria,76434.5,2024-08-25,Commodi dolor asperiores pariatur error eaque.
983,8,194,Venda Produto,16275.28,2024-05-03,Sint eum consequuntur hic.
984,6,143,Serviço,13175.36,2024-10-29,Voluptate atque eius.
985,4,157,Consultoria,77152.71,2024-05-04,Iste placeat rerum id modi.
986,1,132,Consultoria,34790.69,2025-04-09,Temporibus qui libero maiores.
987,9,122,Venda Produto,27335.55,2025-04-04,Asperiores rerum odit soluta.
988,7,147,Serviço,16009.51,2025-03-27,Modi delectus occaecati ea ut in nemo excepturi.
989,9,154,Serviço,14661.44,2025-03-02,Quos placeat ipsa quidem sint doloremque reprehenderit.
990,7,153,Consultoria,89908.46,2024-07-17,Sed debitis placeat et.
991,9,188,Licenciamento,94430.29,2024-04-25,Dolorem quibusdam vero ad quos nihil.
992,8,119,Venda Produto,72044.95,2025-01-18,Illo unde blanditiis laboriosam aperiam similique.
993,9,109,Venda Produto,34492.06,2024-10-23,Tempore maxime rem similique accusamus.
994,7,199,Serviço,43973.16,2025-02-04,Fugiat corporis omnis.
995,7,198,Venda Produto,66357.44,2024-06-19,Dolore expedita perferendis assumenda.
996,3,174,Venda Produto,97795.56,2024-09-13,Accusamus ex voluptates vel placeat illo.
997,9,138,Consultoria,40798.28,2024-06-11,Minima quo cupiditate voluptatem.
998,9,139,Licenciamento,91013.85,2024-06-06,Necessitatibus voluptas quidem veritatis nam modi.
999,1,136,Serviço,70329.21,2025-01-03,Doloremque numquam molestiae quos sint.
1000,8,183,Serviço,88870.4,2024-06-14,Tempora alias ex alias.
